"","timp","frecventa","tip","Day_night"
"348",2001-02-21,100,"MOD11A1","Day"
"349",2001-02-22,100,"MOD11A1","Day"
"350",2001-02-23,100,"MOD11A1","Day"
"351",2001-02-24,100,"MOD11A1","Day"
"352",2001-02-25,100,"MOD11A1","Day"
"353",2001-02-26,100,"MOD11A1","Day"
"354",2001-02-27,96.969696969697,"MOD11A1","Day"
"355",2001-02-28,0,"MOD11A1","Day"
"356",2001-03-01,100,"MOD11A1","Day"
"357",2001-03-02,0,"MOD11A1","Day"
"358",2001-03-03,100,"MOD11A1","Day"
"359",2001-03-04,75.7575757575758,"MOD11A1","Day"
"360",2001-03-05,100,"MOD11A1","Day"
"361",2001-03-06,4.54545454545455,"MOD11A1","Day"
"362",2001-03-07,0,"MOD11A1","Day"
"363",2001-03-08,0,"MOD11A1","Day"
"364",2001-03-09,100,"MOD11A1","Day"
"365",2001-03-10,100,"MOD11A1","Day"
"366",2001-03-11,0,"MOD11A1","Day"
"367",2001-03-12,0,"MOD11A1","Day"
"368",2001-03-13,0,"MOD11A1","Day"
"369",2001-03-14,100,"MOD11A1","Day"
"370",2001-03-15,77.2727272727273,"MOD11A1","Day"
"371",2001-03-16,100,"MOD11A1","Day"
"372",2001-03-17,0,"MOD11A1","Day"
"373",2001-03-18,98.4848484848485,"MOD11A1","Day"
"374",2001-03-19,96.969696969697,"MOD11A1","Day"
"375",2001-03-20,100,"MOD11A1","Day"
"376",2001-03-21,100,"MOD11A1","Day"
"377",2001-03-22,100,"MOD11A1","Day"
"378",2001-03-23,100,"MOD11A1","Day"
"379",2001-03-24,100,"MOD11A1","Day"
"380",2001-03-25,100,"MOD11A1","Day"
"381",2001-03-26,100,"MOD11A1","Day"
"382",2001-03-27,100,"MOD11A1","Day"
"383",2001-03-28,100,"MOD11A1","Day"
"384",2001-03-29,100,"MOD11A1","Day"
"385",2001-03-30,100,"MOD11A1","Day"
"386",2001-03-31,0,"MOD11A1","Day"
"387",2001-04-01,0,"MOD11A1","Day"
"388",2001-04-02,0,"MOD11A1","Day"
"389",2001-04-03,0,"MOD11A1","Day"
"390",2001-04-04,0,"MOD11A1","Day"
"391",2001-04-05,0,"MOD11A1","Day"
"392",2001-04-06,3.03030303030303,"MOD11A1","Day"
"393",2001-04-07,96.969696969697,"MOD11A1","Day"
"394",2001-04-08,19.6969696969697,"MOD11A1","Day"
"395",2001-04-09,71.2121212121212,"MOD11A1","Day"
"396",2001-04-10,100,"MOD11A1","Day"
"397",2001-04-11,0,"MOD11A1","Day"
"398",2001-04-12,3.03030303030303,"MOD11A1","Day"
"399",2001-04-13,100,"MOD11A1","Day"
"400",2001-04-14,31.8181818181818,"MOD11A1","Day"
"401",2001-04-15,100,"MOD11A1","Day"
"402",2001-04-16,100,"MOD11A1","Day"
"403",2001-04-17,15.1515151515152,"MOD11A1","Day"
"404",2001-04-18,100,"MOD11A1","Day"
"405",2001-04-19,100,"MOD11A1","Day"
"406",2001-04-20,0,"MOD11A1","Day"
"407",2001-04-21,100,"MOD11A1","Day"
"408",2001-04-22,100,"MOD11A1","Day"
"409",2001-04-23,100,"MOD11A1","Day"
"410",2001-04-24,100,"MOD11A1","Day"
"411",2001-04-25,100,"MOD11A1","Day"
"412",2001-04-26,6.06060606060606,"MOD11A1","Day"
"413",2001-04-27,100,"MOD11A1","Day"
"414",2001-04-28,95.4545454545455,"MOD11A1","Day"
"415",2001-04-29,0,"MOD11A1","Day"
"416",2001-04-30,0,"MOD11A1","Day"
"417",2001-05-01,0,"MOD11A1","Day"
"418",2001-05-02,0,"MOD11A1","Day"
"419",2001-05-03,0,"MOD11A1","Day"
"420",2001-05-04,31.8181818181818,"MOD11A1","Day"
"421",2001-05-05,0,"MOD11A1","Day"
"422",2001-05-06,100,"MOD11A1","Day"
"423",2001-05-07,100,"MOD11A1","Day"
"424",2001-05-08,92.4242424242424,"MOD11A1","Day"
"425",2001-05-09,68.1818181818182,"MOD11A1","Day"
"426",2001-05-10,95.4545454545455,"MOD11A1","Day"
"427",2001-05-11,100,"MOD11A1","Day"
"428",2001-05-12,100,"MOD11A1","Day"
"429",2001-05-13,100,"MOD11A1","Day"
"430",2001-05-14,0,"MOD11A1","Day"
"431",2001-05-15,0,"MOD11A1","Day"
"432",2001-05-16,0,"MOD11A1","Day"
"433",2001-05-17,0,"MOD11A1","Day"
"434",2001-05-18,0,"MOD11A1","Day"
"435",2001-05-19,100,"MOD11A1","Day"
"436",2001-05-20,84.8484848484848,"MOD11A1","Day"
"437",2001-05-21,19.6969696969697,"MOD11A1","Day"
"438",2001-05-22,100,"MOD11A1","Day"
"439",2001-05-23,95.4545454545455,"MOD11A1","Day"
"440",2001-05-24,0,"MOD11A1","Day"
"441",2001-05-25,0,"MOD11A1","Day"
"442",2001-05-26,1.51515151515152,"MOD11A1","Day"
"443",2001-05-27,100,"MOD11A1","Day"
"444",2001-05-28,100,"MOD11A1","Day"
"445",2001-05-29,77.2727272727273,"MOD11A1","Day"
"446",2001-05-30,86.3636363636364,"MOD11A1","Day"
"447",2001-05-31,1.51515151515152,"MOD11A1","Day"
"448",2001-06-01,100,"MOD11A1","Day"
"449",2001-06-02,100,"MOD11A1","Day"
"450",2001-06-03,100,"MOD11A1","Day"
"451",2001-06-04,100,"MOD11A1","Day"
"452",2001-06-05,100,"MOD11A1","Day"
"453",2001-06-06,100,"MOD11A1","Day"
"454",2001-06-07,100,"MOD11A1","Day"
"455",2001-06-08,54.5454545454545,"MOD11A1","Day"
"456",2001-06-09,0,"MOD11A1","Day"
"457",2001-06-10,100,"MOD11A1","Day"
"458",2001-06-11,30.3030303030303,"MOD11A1","Day"
"459",2001-06-12,100,"MOD11A1","Day"
"460",2001-06-13,84.8484848484848,"MOD11A1","Day"
"461",2001-06-14,100,"MOD11A1","Day"
"462",2001-07-03,100,"MOD11A1","Day"
"463",2001-07-04,19.6969696969697,"MOD11A1","Day"
"464",2001-07-05,0,"MOD11A1","Day"
"465",2001-07-06,100,"MOD11A1","Day"
"466",2001-07-07,0,"MOD11A1","Day"
"467",2001-07-08,0,"MOD11A1","Day"
"468",2001-07-09,0,"MOD11A1","Day"
"469",2001-07-10,54.5454545454545,"MOD11A1","Day"
"470",2001-07-11,9.09090909090909,"MOD11A1","Day"
"471",2001-07-12,0,"MOD11A1","Day"
"472",2001-07-13,13.6363636363636,"MOD11A1","Day"
"473",2001-07-14,0,"MOD11A1","Day"
"474",2001-07-15,18.1818181818182,"MOD11A1","Day"
"475",2001-07-16,0,"MOD11A1","Day"
"476",2001-07-17,0,"MOD11A1","Day"
"477",2001-07-18,100,"MOD11A1","Day"
"478",2001-07-19,0,"MOD11A1","Day"
"479",2001-07-20,0,"MOD11A1","Day"
"480",2001-07-21,0,"MOD11A1","Day"
"481",2001-07-22,100,"MOD11A1","Day"
"482",2001-07-23,100,"MOD11A1","Day"
"483",2001-07-24,4.54545454545455,"MOD11A1","Day"
"484",2001-07-25,0,"MOD11A1","Day"
"485",2001-07-26,0,"MOD11A1","Day"
"486",2001-07-27,21.2121212121212,"MOD11A1","Day"
"487",2001-07-28,25.7575757575758,"MOD11A1","Day"
"488",2001-07-29,53.030303030303,"MOD11A1","Day"
"489",2001-07-30,100,"MOD11A1","Day"
"490",2001-07-31,0,"MOD11A1","Day"
"491",2001-08-01,72.7272727272727,"MOD11A1","Day"
"492",2001-08-02,0,"MOD11A1","Day"
"493",2001-08-03,0,"MOD11A1","Day"
"494",2001-08-04,0,"MOD11A1","Day"
"495",2001-08-05,0,"MOD11A1","Day"
"496",2001-08-06,100,"MOD11A1","Day"
"497",2001-08-07,3.03030303030303,"MOD11A1","Day"
"498",2001-08-08,0,"MOD11A1","Day"
"499",2001-08-09,0,"MOD11A1","Day"
"500",2001-08-10,0,"MOD11A1","Day"
"501",2001-08-11,0,"MOD11A1","Day"
"502",2001-08-12,100,"MOD11A1","Day"
"503",2001-08-13,54.5454545454545,"MOD11A1","Day"
"504",2001-08-14,24.2424242424242,"MOD11A1","Day"
"505",2001-08-15,93.9393939393939,"MOD11A1","Day"
"506",2001-08-16,100,"MOD11A1","Day"
"507",2001-08-17,0,"MOD11A1","Day"
"508",2001-08-18,0,"MOD11A1","Day"
"509",2001-08-19,0,"MOD11A1","Day"
"510",2001-08-20,0,"MOD11A1","Day"
"511",2001-08-21,100,"MOD11A1","Day"
"512",2001-08-22,1.51515151515152,"MOD11A1","Day"
"513",2001-08-23,45.4545454545455,"MOD11A1","Day"
"514",2001-08-24,100,"MOD11A1","Day"
"515",2001-08-25,100,"MOD11A1","Day"
"516",2001-08-26,10.6060606060606,"MOD11A1","Day"
"517",2001-08-27,4.54545454545455,"MOD11A1","Day"
"518",2001-08-28,53.030303030303,"MOD11A1","Day"
"519",2001-08-29,96.969696969697,"MOD11A1","Day"
"520",2001-08-30,100,"MOD11A1","Day"
"521",2001-08-31,98.4848484848485,"MOD11A1","Day"
