data;scen_anom_mean;scen_anom_max;scen_anom_min;scen_param_mean;scen_param_max;scen_param_min;obs_mean;obs_anom;symb;scen
2000-01-01;0.7;2.3;-1.6;15.4;17;13.1;16.5;1.8;pos;RCP4.5
2001-01-01;0.7;1.8;-0.5;15.4;16.4;14.2;NA;0.7;pos;RCP4.5
2002-01-01;0.5;1.4;-0.1;15.2;16;14.6;NA;0.5;pos;RCP4.5
2003-01-01;0.5;2.7;-1.2;15.2;17.3;13.4;NA;0.5;pos;RCP4.5
2004-01-01;0.5;1.5;-0.5;15.2;16.1;14.2;NA;0.5;pos;RCP4.5
2005-01-01;0.9;2.4;-2.7;15.6;17.1;12;NA;0.9;pos;RCP4.5
2006-01-01;1.4;3.3;-0.9;16;17.9;13.8;NA;1.4;pos;RCP4.5
2007-01-01;0.1;1.5;-1.2;14.8;16.1;13.5;NA;0.1;pos;RCP4.5
2008-01-01;0.7;2;-0.8;15.4;16.6;13.8;NA;0.7;pos;RCP4.5
2009-01-01;0.5;2.6;-0.5;15.2;17.3;14.2;NA;0.5;pos;RCP4.5
2010-01-01;0.4;1.7;-1;15.1;16.3;13.6;NA;0.4;pos;RCP4.5
2011-01-01;1;2.5;-1.3;15.7;17.1;13.3;NA;1;pos;RCP4.5
2012-01-01;1;1.9;0.4;15.7;16.5;15.1;NA;1;pos;RCP4.5
2013-01-01;0.9;2.4;-0.2;15.5;17.1;14.5;NA;0.9;pos;RCP4.5
2014-01-01;0.8;1.9;0.1;15.5;16.5;14.8;NA;0.8;pos;RCP4.5
2015-01-01;0.6;2;-0.9;15.3;16.7;13.7;NA;0.6;pos;RCP4.5
2016-01-01;1;1.8;-0.2;15.7;16.5;14.5;NA;1;pos;RCP4.5
2017-01-01;0.6;2.4;-1.1;15.3;17.1;13.5;NA;0.6;pos;RCP4.5
2018-01-01;0.4;1.8;-1.3;15.1;16.5;13.4;NA;-0.4;neg;RCP4.5
2019-01-01;0.7;2.4;-1.5;15.3;17.1;13.1;NA;0.7;pos;RCP4.5
2020-01-01;0.8;2.8;-0.9;15.5;17.5;13.8;NA;0.8;pos;RCP4.5
2021-01-01;0.5;2.6;-1.9;15.2;17.2;12.8;NA;NA;NA;RCP4.5
2022-01-01;1.4;2.2;0.5;16.1;16.9;15.2;NA;NA;NA;RCP4.5
2023-01-01;0.8;2.3;-0.3;15.5;17;14.4;NA;NA;NA;RCP4.5
2024-01-01;-0.1;2.7;-2.9;14.6;17.4;11.8;NA;NA;NA;RCP4.5
2025-01-01;1.4;3;0.3;16.1;17.6;15;NA;NA;NA;RCP4.5
2026-01-01;1.8;3.1;0.4;16.5;17.7;15.1;NA;NA;NA;RCP4.5
2027-01-01;0.8;1.8;0.4;15.5;16.5;15.1;NA;NA;NA;RCP4.5
2028-01-01;0.8;2;-1.2;15.4;16.7;13.5;NA;NA;NA;RCP4.5
2029-01-01;1.3;3.1;-0.7;16;17.7;14;NA;NA;NA;RCP4.5
2030-01-01;1.9;3.2;0.5;16.6;17.9;15.2;NA;NA;NA;RCP4.5
2031-01-01;1.8;3;-0.6;16.5;17.7;14;NA;NA;NA;RCP4.5
2032-01-01;1.3;3.7;0.3;16;18.4;15;NA;NA;NA;RCP4.5
2033-01-01;0.8;3;-0.5;15.4;17.6;14.1;NA;NA;NA;RCP4.5
2034-01-01;1.5;2.4;0.6;16.2;17;15.3;NA;NA;NA;RCP4.5
2035-01-01;1.3;2.8;0.2;15.9;17.5;14.9;NA;NA;NA;RCP4.5
2036-01-01;1.2;2.5;-0.4;15.9;17.1;14.2;NA;NA;NA;RCP4.5
2037-01-01;1.5;3;-1;16.2;17.6;13.6;NA;NA;NA;RCP4.5
2038-01-01;1.6;4.5;-0.3;16.2;19.1;14.4;NA;NA;NA;RCP4.5
2039-01-01;1.8;3.5;0.5;16.5;18.1;15.1;NA;NA;NA;RCP4.5
2040-01-01;1.4;2.9;-0.1;16.1;17.5;14.6;NA;NA;NA;RCP4.5
2041-01-01;1.7;3.2;0.8;16.4;17.8;15.5;NA;NA;NA;RCP4.5
2042-01-01;1.4;2.5;0.6;16.1;17.1;15.3;NA;NA;NA;RCP4.5
2043-01-01;0.7;2.2;-0.9;15.4;16.8;13.8;NA;NA;NA;RCP4.5
2044-01-01;1.1;2.6;0;15.8;17.3;14.7;NA;NA;NA;RCP4.5
2045-01-01;1.2;2.7;0.1;15.9;17.4;14.8;NA;NA;NA;RCP4.5
2046-01-01;1.1;3;-0.8;15.8;17.6;13.9;NA;NA;NA;RCP4.5
2047-01-01;0.8;2.4;-1.3;15.5;17.1;13.4;NA;NA;NA;RCP4.5
2048-01-01;1.5;2.7;0.3;16.2;17.3;15;NA;NA;NA;RCP4.5
2049-01-01;1.6;2.8;0.6;16.3;17.4;15.3;NA;NA;NA;RCP4.5
2050-01-01;1.5;3.4;-0.7;16.2;18.1;13.9;NA;NA;NA;RCP4.5
2051-01-01;1.9;4.1;0.5;16.6;18.8;15.2;NA;NA;NA;RCP4.5
2052-01-01;1.6;2.5;0.6;16.3;17.2;15.3;NA;NA;NA;RCP4.5
2053-01-01;1.5;3.6;-0.5;16.1;18.2;14.2;NA;NA;NA;RCP4.5
2054-01-01;1.5;2.9;-0.7;16.2;17.6;13.9;NA;NA;NA;RCP4.5
2055-01-01;2;2.5;1.3;16.7;17.2;16;NA;NA;NA;RCP4.5
2056-01-01;1.5;2.7;0.5;16.2;17.4;15.2;NA;NA;NA;RCP4.5
2057-01-01;1.9;3.5;0.1;16.6;18.1;14.8;NA;NA;NA;RCP4.5
2058-01-01;2.2;3.1;1.3;16.9;17.8;16;NA;NA;NA;RCP4.5
2059-01-01;1.8;3.3;-0.4;16.4;18;14.3;NA;NA;NA;RCP4.5
2060-01-01;1.8;3.1;0.9;16.5;17.7;15.6;NA;NA;NA;RCP4.5
2061-01-01;2;4.3;0;16.6;18.9;14.7;NA;NA;NA;RCP4.5
2062-01-01;1.9;3.1;0.6;16.5;17.8;15.3;NA;NA;NA;RCP4.5
2063-01-01;2.3;4.1;0.4;17;18.7;15;NA;NA;NA;RCP4.5
2064-01-01;1.4;3.8;-0.1;16.1;18.5;14.5;NA;NA;NA;RCP4.5
2065-01-01;1.8;3.3;0.8;16.5;18;15.4;NA;NA;NA;RCP4.5
2066-01-01;2.8;3.9;0.9;17.5;18.6;15.6;NA;NA;NA;RCP4.5
2067-01-01;2;3.5;0.9;16.7;18.1;15.6;NA;NA;NA;RCP4.5
2068-01-01;2.4;3.8;0.7;17;18.4;15.4;NA;NA;NA;RCP4.5
2069-01-01;1.7;4.6;0;16.4;19.3;14.7;NA;NA;NA;RCP4.5
2070-01-01;1.2;3.2;-1;15.9;17.8;13.7;NA;NA;NA;RCP4.5
2071-01-01;1.8;3.2;0.8;16.5;17.9;15.4;NA;NA;NA;RCP4.5
2072-01-01;2;3.1;0.3;16.7;17.7;15;NA;NA;NA;RCP4.5
2073-01-01;1.8;3.6;-0.5;16.5;18.2;14.2;NA;NA;NA;RCP4.5
2074-01-01;2.4;4;1.2;17.1;18.6;15.9;NA;NA;NA;RCP4.5
2075-01-01;2.2;4.6;0;16.9;19.3;14.7;NA;NA;NA;RCP4.5
2076-01-01;1.8;3.8;0;16.5;18.4;14.7;NA;NA;NA;RCP4.5
2077-01-01;1.8;3;0.1;16.5;17.7;14.8;NA;NA;NA;RCP4.5
2078-01-01;2.2;3.9;0.5;16.9;18.5;15.2;NA;NA;NA;RCP4.5
2079-01-01;2;4.3;-0.1;16.7;18.9;14.6;NA;NA;NA;RCP4.5
2080-01-01;1.9;3.6;0.4;16.6;18.2;15.1;NA;NA;NA;RCP4.5
2081-01-01;2.4;4.7;0.4;17.1;19.3;15.1;NA;NA;NA;RCP4.5
2082-01-01;1.7;3.5;0.6;16.3;18.2;15.2;NA;NA;NA;RCP4.5
2083-01-01;2.3;3.5;1.1;17;18.1;15.8;NA;NA;NA;RCP4.5
2084-01-01;2.7;5.7;1.2;17.4;20.3;15.9;NA;NA;NA;RCP4.5
2085-01-01;2;3.3;0.5;16.6;17.9;15.2;NA;NA;NA;RCP4.5
2086-01-01;2.4;5.2;0.8;17.1;19.8;15.5;NA;NA;NA;RCP4.5
2087-01-01;1.6;4.1;-1.5;16.3;18.7;13.2;NA;NA;NA;RCP4.5
2088-01-01;2.4;4.1;1.2;17.1;18.7;15.8;NA;NA;NA;RCP4.5
2089-01-01;2.3;3.5;1.1;17;18.1;15.8;NA;NA;NA;RCP4.5
2090-01-01;2.2;3.2;0.2;16.9;17.9;14.9;NA;NA;NA;RCP4.5
2091-01-01;2.4;3.8;1.5;17;18.5;16.2;NA;NA;NA;RCP4.5
2092-01-01;2.2;4.4;-0.7;16.9;19.1;13.9;NA;NA;NA;RCP4.5
2093-01-01;2.4;3.6;1.1;17;18.3;15.8;NA;NA;NA;RCP4.5
2094-01-01;2.7;5;0.7;17.3;19.6;15.3;NA;NA;NA;RCP4.5
2095-01-01;1.7;3.6;0.5;16.4;18.2;15.2;NA;NA;NA;RCP4.5
2096-01-01;2.1;4.6;-1.7;16.7;19.3;13;NA;NA;NA;RCP4.5
2097-01-01;2.8;3.9;2;17.4;18.6;16.7;NA;NA;NA;RCP4.5
2098-01-01;1.6;2.4;0.8;16.2;17;15.5;NA;NA;NA;RCP4.5
2099-01-01;2.2;3;1.4;16.9;17.7;16.1;NA;NA;NA;RCP4.5
2100-01-01;3.1;4.8;1.3;17.7;19.4;16;NA;NA;NA;RCP4.5
