"timp","frecventa","tip","year","month","dens"
2012-11-06,47.3183755317464,"Landsat","2012","11",0.309573411388125
2013-01-09,1.27464579220067,"Landsat","2013","01",0.00833917990143893
2013-04-23,0.657607498734627,"Landsat","2013","04",0.00430229893672297
2013-05-01,1.97204974943686,"Landsat","2013","05",0.0129018412297497
2013-05-25,61.2560225951155,"Landsat","2013","05",0.400758387618681
2013-06-02,74.9927554990592,"Landsat","2013","06",0.490628912940251
2013-06-10,0.0463648060212428,"Landsat","2013","06",0.000303334825150855
2013-06-18,8.65244555033093,"Landsat","2013","06",0.0566073339535688
2013-07-12,15.7856709566991,"Landsat","2013","07",0.103275396803028
2013-07-20,8.66017301800114,"Landsat","2013","07",0.0566578897577606
2013-07-28,0,"Landsat","2013","07",0
2013-08-05,19.9264345077796,"Landsat","2013","08",0.130365724479209
2013-08-13,0.0425010721861392,"Landsat","2013","08",0.000278056923054951
2013-08-21,0.208641627095593,"Landsat","2013","08",0.00136500671317885
2013-09-06,75.192510538334,"Landsat","2013","09",0.491935780478609
2013-10-08,33.9382652607827,"Landsat","2013","10",0.222036036430007
2013-10-24,7.09806542846876,"Landsat","2013","10",0.0464380339403864
2013-11-01,14.1084240988807,"Landsat","2013","11",0.0923022595031957
2013-11-09,1.94886734642624,"Landsat","2013","11",0.0127501738171743
2013-11-17,0.298666625453506,"Landsat","2013","11",0.00195398183201343
2013-11-25,21.9382807157181,"Landsat","2013","11",0.143527928100546
2013-12-03,2.25178407909836,"Landsat","2013","12",0.0147319613414932
2013-12-27,39.8918927272938,"Landsat","2013","12",0.260986755769586
2014-03-09,0.355463512829528,"Landsat","2014","03",0.00232556699282322
2014-04-18,86.5433877991013,"Landsat","2014","04",0.566197201255958
2014-04-26,0,"Landsat","2014","04",0
2014-05-20,2.9584609975388,"Landsat","2014","05",0.0193552896348342
2014-05-28,98.0735423098174,"Landsat","2014","05",0.641631516690556
2014-06-13,56.7002940301449,"Landsat","2014","06",0.3709532132574
2014-06-29,0.0803656637701542,"Landsat","2014","06",0.000525780363594816
2014-07-31,0,"Landsat","2014","07",0
2014-08-08,1.14250609504012,"Landsat","2014","08",0.00747467564975899
2014-09-01,1.92529857003211,"Landsat","2014","09",0.0125959786143893
2014-09-09,2.18069137653245,"Landsat","2014","09",0.0142668479429286
2014-09-17,4.41161129292125,"Landsat","2014","09",0.0288623086131039
2014-09-25,0.099684332945672,"Landsat","2014","09",0.000652169874074339
2014-10-11,61.3599570352798,"Landsat","2014","10",0.401438363185061
2014-10-19,0.383668769825784,"Landsat","2014","10",0.00251009567812333
2014-10-27,85.3622443657101,"Landsat","2014","10",0.55846974658524
2014-11-04,0.869726486281813,"Landsat","2014","11",0.00569005576178813
2014-12-30,0.3245536421487,"Landsat","2014","12",0.00212334377605599
2015-01-07,9.91356827410873,"Landsat","2015","01",0.0648580411976721
2015-01-15,92.4127858680071,"Landsat","2015","01",0.604596862329847
2015-02-08,75.2129883276601,"Landsat","2015","02",0.492069753359718
2015-03-04,0.832248268081308,"Landsat","2015","03",0.00544486011145785
2015-04-05,0.125184976257356,"Landsat","2015","04",0.000819004027907309
2015-04-13,0,"Landsat","2015","04",0
2015-05-15,98.8741079604508,"Landsat","2015","05",0.646869098004828
2015-05-23,0.482966729387946,"Landsat","2015","05",0.00315973776198808
2015-05-31,31.6532530707025,"Landsat","2015","05",0.207086685130489
2015-06-08,0.763860179199975,"Landsat","2015","06",0.00499744124436034
2015-06-16,37.5095144445689,"Landsat","2015","06",0.245400401337252
2015-06-24,0.289780037632768,"Landsat","2015","06",0.00189584265719285
2015-07-02,79.46155005274,"Landsat","2015","07",0.519865334504374
2015-07-18,6.41688915334,"Landsat","2015","07",0.0419815398008784
2015-07-26,6.01506083448923,"Landsat","2015","07",0.0393526379829043
2015-08-03,0,"Landsat","2015","08",0
2015-08-11,0.544786470749603,"Landsat","2015","08",0.00356418419552255
2015-08-27,0.493785184126236,"Landsat","2015","08",0.00323051588785661
2015-09-04,80.4379155928706,"Landsat","2015","09",0.526253060364009
2015-09-20,0.127503216558418,"Landsat","2015","09",0.000834170769164852
2015-10-06,61.0187893376401,"Landsat","2015","10",0.399206324429993
2015-11-15,1.76688548279286,"Landsat","2015","11",0.0115595846284572
2015-11-23,45.9676141829942,"Landsat","2015","11",0.300736256815396
2015-12-17,10.221121487383,"Landsat","2015","12",0.0668701622045061
2015-12-25,34.9374268305405,"Landsat","2015","12",0.228572901912008
2016-01-02,24.8418766927984,"Landsat","2016","01",0.162524271525619
2016-02-11,0.0753428097845196,"Landsat","2016","02",0.00049291909087014
2016-03-06,41.7893724137132,"Landsat","2016","03",0.273400733488885
2016-03-22,6.32184130099646,"Landsat","2016","03",0.0413597034093191
2016-04-07,1.62779106472913,"Landsat","2016","04",0.0106495801530046
2016-04-23,0.592310396921377,"Landsat","2016","04",0.00387510239130218
2016-05-01,6.80326253685036,"Landsat","2016","05",0.0445093300104688
2016-05-17,49.6207745240846,"Landsat","2016","05",0.324636513247074
2016-06-18,0,"Landsat","2016","06",0
2016-06-26,9.64194778550095,"Landsat","2016","06",0.06308100468033
2016-07-12,0.132526070544052,"Landsat","2016","07",0.000867032041889528
2016-07-20,81.1067279197271,"Landsat","2016","07",0.53062866521681
2016-07-28,0.336917590421031,"Landsat","2016","07",0.00220423306276288
2016-08-05,0,"Landsat","2016","08",0
2016-08-13,20.1176893326173,"Landsat","2016","08",0.131616980632956
2016-08-21,0,"Landsat","2016","08",0
2016-09-06,57.8628915411275,"Landsat","2016","09",0.378559333998058
2016-09-14,1.32757894574159,"Landsat","2016","09",0.00868548716015283
2016-09-22,57.7848441176584,"Landsat","2016","09",0.378048720375721
2016-09-30,2.42024287430887,"Landsat","2016","09",0.0158340778728746
2016-12-03,45.3038247101234,"Landsat","2016","12",0.29639351323532
2016-12-11,73.7973162504781,"Landsat","2016","12",0.482807930031778
2017-01-04,50.7451210700997,"Landsat","2017","01",0.331992382756982
2017-01-12,4.41083854615423,"Landsat","2017","01",0.0288572530326847
2017-01-20,29.7596371181182,"Landsat","2017","01",0.194697985313286
2017-02-05,12.6259094263514,"Landsat","2017","02",0.0826031284689971
2017-03-01,96.566686114127,"Landsat","2017","03",0.631773134873154
2017-04-02,0.280120703045009,"Landsat","2017","04",0.00183264790195308
2017-04-10,0.698949450770235,"Landsat","2017","04",0.00457277248914914
2017-04-26,0.993365969005127,"Landsat","2017","04",0.00649894862885708
2017-05-04,0,"Landsat","2017","05",0
2017-05-20,55.9681164683927,"Landsat","2017","05",0.366163050810226
2017-05-28,62.2397292295328,"Landsat","2017","05",0.407194141492299
2017-06-05,0.0896386249744028,"Landsat","2017","06",0.000586447328624987
2017-06-13,70.1236781200617,"Landsat","2017","06",0.458773700718992
2017-06-21,1.72940726459236,"Landsat","2017","06",0.0113143889781269
2017-06-29,2.24367023804464,"Landsat","2017","06",0.0146788777470918
2017-07-07,38.1516670079632,"Landsat","2017","07",0.249601588665591
2017-07-23,26.0025423368635,"Landsat","2017","07",0.170117753315228
2017-07-31,1.75104417406894,"Landsat","2017","07",0.011455945229864
2017-08-08,73.6551308453463,"Landsat","2017","08",0.481877703234649
2017-08-16,1.07991360691145,"Landsat","2017","08",0.00706517363580534
2017-08-24,4.71452802559337,"Landsat","2017","08",0.0308440961374228
2017-09-01,1.52231113103081,"Landsat","2017","09",0.00995949342578642
2017-09-09,0,"Landsat","2017","09",0
2017-09-17,1.58683548607704,"Landsat","2017","09",0.010381634390788
2017-09-25,91.8583400626698,"Landsat","2017","09",0.600969483379084
2017-10-03,7.3530718615856,"Landsat","2017","10",0.0481063754787161
2017-10-11,0.0772746767020713,"Landsat","2017","10",0.000505558041918092
2017-10-19,6.3233867945305,"Landsat","2017","10",0.0413698145701575
2017-11-20,74.109892317738,"Landsat","2017","11",0.484852912311337
2018-01-07,83.1738255215075,"Landsat","2018","01",0.544152342838119
2018-01-15,16.1569757782526,"Landsat","2018","01",0.105704603194444
2018-01-23,42.1977690800836,"Landsat","2018","01",0.276072607740422
2018-01-31,7.06561006425389,"Landsat","2018","01",0.0462256995627808
2018-03-04,39.3641066854187,"Landsat","2018","03",0.257533794343286
2018-04-13,3.06896378522276,"Landsat","2018","04",0.020078237634777
2018-04-21,0,"Landsat","2018","04",0
2018-04-29,3.22814961922903,"Landsat","2018","04",0.0211196872011283
2018-05-07,27.8069060378569,"Landsat","2018","05",0.181922533594016
2018-05-23,0,"Landsat","2018","05",0
2018-05-31,3.22583137892797,"Landsat","2018","05",0.0211045204598708
2018-06-08,0.327258255833272,"Landsat","2018","06",0.00214103830752312
2018-06-16,55.6767909372259,"Landsat","2018","06",0.364257096992195
2018-06-24,32.3916126065908,"Landsat","2018","06",0.211917292221016
2018-07-02,12.8210279850242,"Landsat","2018","07",0.0838796625248403
2018-07-18,6.35468303859484,"Landsat","2018","07",0.0415745655771343
2018-08-03,9.34328116004745,"Landsat","2018","08",0.0611270228483165
2018-08-11,1.61619986322382,"Landsat","2018","08",0.0105737464467169
2018-08-19,3.80809606787808,"Landsat","2018","08",0.0249139003057236
2018-08-27,41.8519649018418,"Landsat","2018","08",0.273810235502839
2018-09-04,57.4374944458826,"Landsat","2018","09",0.375776236977299
2018-09-12,39.4363585081351,"Landsat","2018","09",0.258006491112479
2018-09-20,3.73661699192866,"Landsat","2018","09",0.0244462591169493
2018-09-28,0.0386373383510357,"Landsat","2018","09",0.000252779020959046
2018-10-06,4.80532577071831,"Landsat","2018","10",0.0314381268366766
2018-10-14,0.537445376462906,"Landsat","2018","10",0.00351615618154033
2018-10-22,6.8194902189578,"Landsat","2018","10",0.0446154971992716
2018-10-30,13.8275306490686,"Landsat","2018","10",0.0904645560208234
2018-12-01,2.61072495237948,"Landsat","2018","12",0.0170802784462027
2019-01-02,98.6314654756063,"Landsat","2019","01",0.645281645753205
2019-01-18,12.6019542765738,"Landsat","2019","01",0.0824464054760025
2019-02-11,4.81846246575766,"Landsat","2019","02",0.0315240717038026
2019-02-19,13.8619178802011,"Landsat","2019","02",0.090689529349477
2019-03-07,25.1683622018646,"Landsat","2019","03",0.164660254252723
2019-03-15,6.11204055375033,"Landsat","2019","03",0.0399871133255115
2019-03-23,0.0386373383510357,"Landsat","2019","03",0.000252779020959046
2019-03-31,6.72598786014829,"Landsat","2019","03",0.0440037719685508
2019-05-02,59.1931751005537,"Landsat","2019","05",0.387262515689678
2019-05-26,31.003373039638,"Landsat","2019","05",0.202834941997958
2019-06-11,0,"Landsat","2019","06",0
2019-06-19,9.45532944126545,"Landsat","2019","06",0.0618600820090978
2019-06-27,0,"Landsat","2019","06",0
2019-07-05,55.0543434163907,"Landsat","2019","07",0.360184826964545
2019-07-13,53.1742505322293,"Landsat","2019","07",0.347884599804678
2019-07-21,11.3470135269322,"Landsat","2019","07",0.0742361428752527
2019-08-06,8.01067936032023,"Landsat","2019","08",0.052408674415439
2019-08-14,0,"Landsat","2019","08",0
2019-08-22,7.55514514116152,"Landsat","2019","08",0.0494284097583319
2019-08-30,6.39216125679534,"Landsat","2019","08",0.0418197612274646
2019-09-07,7.25956950277609,"Landsat","2019","09",0.0474946502479952
2019-09-15,0.134457937461604,"Landsat","2019","09",0.000879670992937481
2019-09-23,68.3973618425374,"Landsat","2019","09",0.447479534062542
2019-10-01,0,"Landsat","2019","10",0
2019-10-09,7.7151037219348,"Landsat","2019","10",0.0504749149051023
2019-11-10,71.4477797053517,"Landsat","2019","11",0.467436437767259
2019-11-26,94.4238593291785,"Landsat","2019","11",0.617754010370765
2019-12-04,4.62450302723546,"Landsat","2019","12",0.0302551210185882
2020-01-13,95.4118160708145,"Landsat","2020","01",0.624217569936688
2020-03-01,41.0398080497031,"Landsat","2020","03",0.26849682048228
2020-03-17,12.4957015961084,"Landsat","2020","03",0.0817512631683651
2020-03-25,79.8112179648168,"Landsat","2020","03",0.522152984644054
2020-04-02,10.3590567852962,"Landsat","2020","04",0.0677725833093299
2020-04-10,0.0788201702361128,"Landsat","2020","04",0.000515669202756454
2020-04-18,41.0931275766275,"Landsat","2020","04",0.268845655531203
2020-04-26,71.0872933385365,"Landsat","2020","04",0.465078009501711
2020-05-12,8.90358824961266,"Landsat","2020","05",0.0582503975898026
2020-06-05,9.86527160116994,"Landsat","2020","06",0.0645420674214733
2020-06-13,6.55405170448618,"Landsat","2020","06",0.042878905325283
2020-06-29,19.3221465359694,"Landsat","2020","06",0.126412260591409
2020-07-07,22.1272173002546,"Landsat","2020","07",0.144764017513036
2020-07-15,0.233755897023766,"Landsat","2020","07",0.00152931307680223
2020-07-23,41.4420227419374,"Landsat","2020","07",0.271128250090463
2020-08-08,10.2910550697984,"Landsat","2020","08",0.0673276922324419
2020-08-24,28.0874131142854,"Landsat","2020","08",0.183757709286179
2020-09-01,0,"Landsat","2020","09",0
2020-09-09,10.2443038903936,"Landsat","2020","09",0.0670218296170815
2020-09-17,0.0425010721861392,"Landsat","2020","09",0.000278056923054951
2020-09-25,87.0279000220233,"Landsat","2020","09",0.569367050178784
2020-10-03,0,"Landsat","2020","10",0
2020-10-11,10.7952723352794,"Landsat","2020","10",0.0706264584559575
2020-10-19,93.8910504333177,"Landsat","2020","10",0.61426818767174
2020-11-28,97.3772974727317,"Landsat","2020","11",0.637076438732874
2021-01-15,87.5761638532245,"Landsat","2021","01",0.572953984486193
2021-01-23,88.9721308878474,"Landsat","2021","01",0.582086890513444
2021-02-16,51.8791269507026,"Landsat","2021","02",0.33941144702213
2021-03-28,0.0471375527882635,"Landsat","2021","03",0.000308390405570036
2021-04-05,57.2736721312742,"Landsat","2021","04",0.374704453928432
2021-04-13,3.6597286886101,"Landsat","2021","04",0.0239432288652409
2021-04-29,67.916326980067,"Landsat","2021","04",0.444332435251602
2021-05-15,0,"Landsat","2021","05",0
2021-05-23,11.6364071911814,"Landsat","2021","05",0.0761294577422359
2021-06-08,14.2614279587508,"Landsat","2021","06",0.0933032644261935
2021-06-24,44.936383622405,"Landsat","2021","06",0.293989584745999
2021-07-10,12.2503544975794,"Landsat","2021","07",0.0801461163852752
2021-07-18,61.6284865368195,"Landsat","2021","07",0.403195177380727
2021-07-26,12.0830548225194,"Landsat","2021","07",0.0790515832245225
2021-08-03,0.902181850496683,"Landsat","2021","08",0.00590239013939373
2021-08-11,11.734546030593,"Landsat","2021","08",0.0767715164554719
2021-08-19,49.636229459425,"Landsat","2021","08",0.324737624855458
2021-08-27,17.4876457110623,"Landsat","2021","08",0.114410312676274
2021-09-04,30.5095878555118,"Landsat","2021","09",0.199604426110101
2021-09-12,91.1172759130969,"Landsat","2021","09",0.59612118175709
2021-09-20,8.6215356796501,"Landsat","2021","09",0.0564051107368016
2021-10-06,0.203232399726448,"Landsat","2021","10",0.00132961765024458
2021-10-22,18.1495033170155,"Landsat","2021","10",0.118740417305302
2021-10-30,91.8397941402613,"Landsat","2021","10",0.600848149449024
2021-11-15,93.9150055830954,"Landsat","2021","11",0.614424910664734
2021-12-01,85.7289127066615,"Landsat","2021","12",0.560868619494141
2021-12-09,2.52340456770614,"Landsat","2021","12",0.0165089978588353
