"timp","frecventa","tip","year","month"
2011-03-25,0.933864467944532,"Landsat","2011","03"
2011-04-02,68.905829215237,"Landsat","2011","04"
2011-04-10,82.1051167427178,"Landsat","2011","04"
2011-04-18,3.12073781861315,"Landsat","2011","04"
2011-04-26,1.24489504167037,"Landsat","2011","04"
2011-05-12,87.8149426042339,"Landsat","2011","05"
2011-05-20,82.8102481676242,"Landsat","2011","05"
2011-06-05,17.7727892680929,"Landsat","2011","06"
2011-06-21,0.143730898665853,"Landsat","2011","06"
2011-07-23,15.558483407195,"Landsat","2011","07"
2011-07-31,22.907305161562,"Landsat","2011","07"
2011-08-08,41.634823060309,"Landsat","2011","08"
2011-08-16,15.632667096829,"Landsat","2011","08"
2011-08-24,0,"Landsat","2011","08"
2011-09-01,1.85266037393216,"Landsat","2011","09"
2011-09-17,1.95968580116453,"Landsat","2011","09"
2011-09-25,0,"Landsat","2011","09"
2011-10-03,4.99194411495381,"Landsat","2011","10"
2011-10-11,7.7634003948736,"Landsat","2011","10"
2011-10-19,2.68761325569804,"Landsat","2011","10"
2011-10-27,1.11584633157791,"Landsat","2011","10"
2011-11-04,1.2460541618209,"Landsat","2011","11"
2011-11-20,48.2282848499133,"Landsat","2011","11"
2012-02-08,7.73905887171245,"Landsat","2012","02"
2012-03-11,3.18912590749448,"Landsat","2012","03"
2012-04-12,44.95454317143,"Landsat","2012","04"
2012-04-28,8.29891390441895,"Landsat","2012","04"
2012-05-30,96.3607491007159,"Landsat","2012","05"
2012-06-15,0.835725628532902,"Landsat","2012","06"
2012-07-01,0.0425010721861392,"Landsat","2012","07"
2012-07-17,18.7680871040156,"Landsat","2012","07"
2012-08-02,5.59430021984646,"Landsat","2012","08"
2012-08-18,61.8935386779076,"Landsat","2012","08"
2012-09-03,0.693926596784601,"Landsat","2012","09"
2012-09-19,0.809838611837708,"Landsat","2012","09"
2012-10-05,13.6440032919012,"Landsat","2012","10"
2012-10-21,90.5713303221968,"Landsat","2012","10"
2012-11-06,47.3183755317464,"Landsat","2012","11"
2013-01-09,1.27464579220067,"Landsat","2013","01"
2013-04-23,0.657607498734627,"Landsat","2013","04"
2013-05-01,1.97204974943686,"Landsat","2013","05"
2013-05-25,61.2560225951155,"Landsat","2013","05"
2013-06-02,74.9927554990592,"Landsat","2013","06"
2013-06-10,0.0463648060212428,"Landsat","2013","06"
2013-06-18,8.65244555033093,"Landsat","2013","06"
2013-07-12,15.7856709566991,"Landsat","2013","07"
2013-07-20,8.66017301800114,"Landsat","2013","07"
2013-07-28,0,"Landsat","2013","07"
2013-08-05,19.9264345077796,"Landsat","2013","08"
2013-08-13,0.0425010721861392,"Landsat","2013","08"
2013-08-21,0.208641627095593,"Landsat","2013","08"
2013-09-06,75.192510538334,"Landsat","2013","09"
2013-10-08,33.9382652607827,"Landsat","2013","10"
2013-10-24,7.09806542846876,"Landsat","2013","10"
2013-11-01,14.1084240988807,"Landsat","2013","11"
2013-11-09,1.94886734642624,"Landsat","2013","11"
2013-11-17,0.298666625453506,"Landsat","2013","11"
2013-11-25,21.9382807157181,"Landsat","2013","11"
2013-12-03,2.25178407909836,"Landsat","2013","12"
2013-12-27,39.8918927272938,"Landsat","2013","12"
2014-03-09,0.355463512829528,"Landsat","2014","03"
2014-04-18,86.5433877991013,"Landsat","2014","04"
2014-04-26,0,"Landsat","2014","04"
2014-05-20,2.9584609975388,"Landsat","2014","05"
2014-05-28,98.0735423098174,"Landsat","2014","05"
2014-06-13,56.7002940301449,"Landsat","2014","06"
2014-06-29,0.0803656637701542,"Landsat","2014","06"
2014-07-31,0,"Landsat","2014","07"
2014-08-08,1.14250609504012,"Landsat","2014","08"
2014-09-01,1.92529857003211,"Landsat","2014","09"
2014-09-09,2.18069137653245,"Landsat","2014","09"
2014-09-17,4.41161129292125,"Landsat","2014","09"
2014-09-25,0.099684332945672,"Landsat","2014","09"
2014-10-11,61.3599570352798,"Landsat","2014","10"
2014-10-19,0.383668769825784,"Landsat","2014","10"
2014-10-27,85.3622443657101,"Landsat","2014","10"
2014-11-04,0.869726486281813,"Landsat","2014","11"
2014-12-30,0.3245536421487,"Landsat","2014","12"
2015-01-07,9.91356827410873,"Landsat","2015","01"
2015-01-15,92.4127858680071,"Landsat","2015","01"
2015-02-08,75.2129883276601,"Landsat","2015","02"
2015-03-04,0.832248268081308,"Landsat","2015","03"
2015-04-05,0.125184976257356,"Landsat","2015","04"
2015-04-13,0,"Landsat","2015","04"
2015-05-15,98.8741079604508,"Landsat","2015","05"
2015-05-23,0.482966729387946,"Landsat","2015","05"
2015-05-31,31.6532530707025,"Landsat","2015","05"
2015-06-08,0.763860179199975,"Landsat","2015","06"
2015-06-16,37.5095144445689,"Landsat","2015","06"
2015-06-24,0.289780037632768,"Landsat","2015","06"
2015-07-02,79.46155005274,"Landsat","2015","07"
2015-07-18,6.41688915334,"Landsat","2015","07"
2015-07-26,6.01506083448923,"Landsat","2015","07"
2015-08-03,0,"Landsat","2015","08"
2015-08-11,0.544786470749603,"Landsat","2015","08"
2015-08-27,0.493785184126236,"Landsat","2015","08"
2015-09-04,80.4379155928706,"Landsat","2015","09"
2015-09-20,0.127503216558418,"Landsat","2015","09"
2015-10-06,61.0187893376401,"Landsat","2015","10"
2015-11-15,1.76688548279286,"Landsat","2015","11"
2015-11-23,45.9676141829942,"Landsat","2015","11"
2015-12-17,10.221121487383,"Landsat","2015","12"
2015-12-25,34.9374268305405,"Landsat","2015","12"
2016-01-02,24.8418766927984,"Landsat","2016","01"
2016-02-11,0.0753428097845196,"Landsat","2016","02"
2016-03-06,41.7893724137132,"Landsat","2016","03"
2016-03-22,6.32184130099646,"Landsat","2016","03"
2016-04-07,1.62779106472913,"Landsat","2016","04"
2016-04-23,0.592310396921377,"Landsat","2016","04"
2016-05-01,6.80326253685036,"Landsat","2016","05"
2016-05-17,49.6207745240846,"Landsat","2016","05"
2016-06-18,0,"Landsat","2016","06"
2016-06-26,9.64194778550095,"Landsat","2016","06"
2016-07-12,0.132526070544052,"Landsat","2016","07"
2016-07-20,81.1067279197271,"Landsat","2016","07"
2016-07-28,0.336917590421031,"Landsat","2016","07"
2016-08-05,0,"Landsat","2016","08"
2016-08-13,20.1176893326173,"Landsat","2016","08"
2016-08-21,0,"Landsat","2016","08"
2016-09-06,57.8628915411275,"Landsat","2016","09"
2016-09-14,1.32757894574159,"Landsat","2016","09"
2016-09-22,57.7848441176584,"Landsat","2016","09"
2016-09-30,2.42024287430887,"Landsat","2016","09"
2016-12-03,45.3038247101234,"Landsat","2016","12"
2016-12-11,73.7973162504781,"Landsat","2016","12"
2017-01-04,50.7451210700997,"Landsat","2017","01"
2017-01-12,4.41083854615423,"Landsat","2017","01"
2017-01-20,29.7596371181182,"Landsat","2017","01"
2017-02-05,12.6259094263514,"Landsat","2017","02"
2017-03-01,96.566686114127,"Landsat","2017","03"
2017-04-02,0.280120703045009,"Landsat","2017","04"
2017-04-10,0.698949450770235,"Landsat","2017","04"
2017-04-26,0.993365969005127,"Landsat","2017","04"
2017-05-04,0,"Landsat","2017","05"
2017-05-20,55.9681164683927,"Landsat","2017","05"
2017-05-28,62.2397292295328,"Landsat","2017","05"
2017-06-05,0.0896386249744028,"Landsat","2017","06"
2017-06-13,70.1236781200617,"Landsat","2017","06"
2017-06-21,1.72940726459236,"Landsat","2017","06"
2017-06-29,2.24367023804464,"Landsat","2017","06"
2017-07-07,38.1516670079632,"Landsat","2017","07"
2017-07-23,26.0025423368635,"Landsat","2017","07"
2017-07-31,1.75104417406894,"Landsat","2017","07"
2017-08-08,73.6551308453463,"Landsat","2017","08"
2017-08-16,1.07991360691145,"Landsat","2017","08"
2017-08-24,4.71452802559337,"Landsat","2017","08"
2017-09-01,1.52231113103081,"Landsat","2017","09"
